Rk,Player,Age,Team_adv,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Season,RookieSeason,Team_sl,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Impact_PC1
347.0,Marquis Teague,20.0,2TM,SG,40.0,3.0,443.0,3.8,0.398,0.151,0.294,0.3,10.2,5.3,20.6,1.2,0.9,22.5,18.2,-1.0,0.4,-0.5,-0.059,-6.8,-0.6,-7.4,-0.6,,2013-14,2013-14,CHI,4,30.8,18.3,5.5,12.5,0.44,1.5,2.0,0.75,5.8,7.3,0.793,0.0,2.8,2.8,4.8,0.5,0.0,3.5,3.0,-1.2327248998698117
349.0,Gustavo Ayon,28.0,ATL,C,26.0,14.0,429.0,12.9,0.505,0.0,0.196,11.4,22.3,16.9,10.0,3.0,1.8,20.7,14.8,0.0,0.7,0.7,0.078,-2.5,1.4,-1.2,0.1,,2013-14,2013-14,MIL,3,19.8,6.0,2.3,3.7,0.636,0.0,0.0,0.0,1.3,2.0,0.667,0.7,4.7,5.3,0.0,1.0,0.3,1.3,2.7,0.6304714786484454
353.0,Jeremy Tyler,22.0,NYK,C,41.0,0.0,398.0,13.0,0.532,0.0,0.414,10.9,21.6,16.1,3.3,0.8,4.5,15.9,19.1,0.1,0.4,0.5,0.064,-4.4,-1.2,-5.5,-0.4,,2013-14,2013-14,NYK,5,17.7,12.8,5.4,9.6,0.563,0.0,0.0,0.0,2.0,3.2,0.625,2.6,3.8,6.4,0.4,0.2,0.4,2.4,3.2,0.1747202173840107
354.0,Reggie Bullock,22.0,LAC,SF,43.0,0.0,395.0,6.7,0.46,0.603,0.074,3.2,11.7,7.6,4.3,1.1,0.2,9.4,15.4,-0.2,0.3,0.2,0.019,-2.5,-0.9,-3.3,-0.1,,2013-14,2013-14,LAC,5,32.0,18.0,6.6,15.6,0.423,2.2,7.8,0.282,2.6,3.8,0.684,1.2,3.0,4.2,2.2,0.6,0.6,1.6,1.4,-0.2877742944052295
360.0,Dewayne Dedmon,24.0,3TM,C,31.0,6.0,390.0,10.7,0.5,0.0,0.386,10.7,25.8,18.1,1.9,0.9,4.5,15.6,13.1,0.1,0.5,0.6,0.07,-4.5,-0.3,-4.7,-0.3,,2013-14,2013-14,DAL,6,16.1,4.3,2.0,4.3,0.462,0.0,0.0,0.0,0.3,0.5,0.667,1.7,3.8,5.5,0.0,0.2,0.5,0.8,4.5,0.1056679591321516
362.0,Will Barton,23.0,POR,SG,41.0,0.0,387.0,13.5,0.488,0.212,0.205,4.5,16.0,10.3,13.3,1.2,1.3,9.6,21.2,0.3,0.4,0.6,0.078,-1.2,-0.1,-1.3,0.1,,2013-14,2013-14,POR,4,30.9,14.5,6.3,16.3,0.385,0.5,4.3,0.118,1.5,3.0,0.5,2.0,4.5,6.5,2.5,1.8,0.5,3.5,2.8,0.6655985786947641
365.0,Toure' Murry,24.0,NYK,PG,51.0,0.0,373.0,11.1,0.479,0.093,0.302,4.0,10.1,6.9,21.5,2.7,0.2,18.9,22.5,-0.3,0.3,0.0,0.002,-3.7,-0.7,-4.4,-0.2,,2013-14,2013-14,NYK,5,20.8,7.6,2.8,6.6,0.424,0.4,1.2,0.333,1.6,2.2,0.727,1.0,2.4,3.4,2.6,1.2,0.0,2.2,2.4,-0.1402071943235373
368.0,Meyers Leonard,21.0,POR,C,40.0,0.0,355.0,9.4,0.489,0.066,0.231,8.0,25.5,16.8,7.3,1.0,1.0,13.0,14.2,0.2,0.5,0.6,0.086,-4.7,0.8,-4.0,-0.2,,2013-14,2013-14,POR,5,31.3,11.8,5.0,9.6,0.521,0.4,1.4,0.286,1.4,1.6,0.875,2.6,4.4,7.0,1.0,0.0,0.8,2.2,4.4,0.1459994415226687
374.0,Otto Porter,20.0,WAS,SF,37.0,0.0,319.0,6.0,0.405,0.231,0.132,7.5,13.3,10.4,4.6,1.3,0.3,12.7,15.6,-0.4,0.3,0.0,-0.006,-4.9,-1.3,-6.2,-0.3,,2013-14,2013-14,WAS,3,21.8,6.3,3.0,10.0,0.3,0.0,1.7,0.0,0.3,1.0,0.333,1.0,2.7,3.7,1.0,0.7,0.0,1.0,1.3,-0.7214204979654307
381.0,Gal Mekel,25.0,DAL,PG,31.0,1.0,292.0,5.4,0.4,0.233,0.14,2.0,8.6,5.3,30.1,0.7,0.3,25.4,19.0,-0.5,0.1,-0.4,-0.073,-4.9,-2.7,-7.6,-0.4,,2013-14,2013-14,DAL,6,27.8,9.7,3.8,8.5,0.451,0.5,1.3,0.375,1.5,2.7,0.563,0.0,2.5,2.5,5.0,1.0,0.0,3.3,3.3,-1.1953175472972235
382.0,Shabazz Muhammad,21.0,MIN,SG,37.0,0.0,290.0,13.1,0.505,0.089,0.323,8.8,11.2,10.0,3.4,1.4,0.3,10.2,23.1,0.1,0.2,0.3,0.053,-2.2,-2.3,-4.5,-0.2,,2013-14,2013-14,MIN,6,20.7,8.5,3.2,8.7,0.365,1.2,3.0,0.389,1.0,2.8,0.353,0.7,1.5,2.2,0.8,0.0,0.2,2.2,2.0,0.2262204732197207
391.0,Chris Singleton,24.0,WAS,SF,25.0,0.0,250.0,8.8,0.481,0.284,0.373,8.2,17.5,12.8,3.5,1.9,1.0,17.9,17.2,-0.2,0.3,0.2,0.033,-3.9,-0.7,-4.6,-0.2,,2013-14,2013-14,WAS,5,30.0,11.2,3.6,8.4,0.429,0.0,1.0,0.0,4.0,4.4,0.909,0.8,5.4,6.2,1.8,0.8,1.2,2.8,4.4,-0.1908751268731238
400.0,Lorenzo Brown,23.0,PHI,PG,26.0,0.0,224.0,8.2,0.349,0.349,0.151,3.7,10.0,6.8,27.5,2.8,1.1,14.9,20.4,-0.5,0.2,-0.3,-0.068,-4.5,-0.7,-5.2,-0.2,,2013-14,2013-14,MIN,6,19.1,8.3,3.2,8.2,0.388,1.0,2.0,0.5,1.0,1.3,0.75,0.3,3.5,3.8,2.2,1.2,0.2,1.8,1.3,-0.7419566715011309
404.0,Dionte Christmas,27.0,PHO,SF,31.0,0.0,198.0,11.1,0.489,0.5,0.387,7.4,14.1,10.8,5.8,0.5,1.1,7.6,17.4,0.2,0.1,0.3,0.083,-0.5,-1.3,-1.8,0.0,,2013-14,2013-14,PHX,7,20.8,10.1,3.6,7.7,0.463,1.3,4.0,0.321,1.7,2.3,0.75,0.3,2.4,2.7,2.0,0.4,0.0,1.0,1.9,0.4635397782235396
423.0,Bernard James,28.0,DAL,C,30.0,0.0,146.0,8.5,0.503,0.043,0.478,12.0,21.2,16.6,2.8,1.1,4.5,26.4,11.8,0.0,0.2,0.1,0.04,-5.0,0.1,-4.9,-0.1,,2013-14,2013-14,DAL,1,24.6,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.5,3.0,6.0,9.0,1.0,1.0,3.0,3.0,7.0,-0.2098137922422874
2.0,Andrew Wiggins,19.0,MIN,SF,82.0,82.0,2969.0,13.9,0.517,0.111,0.41,5.0,9.5,7.2,9.8,1.5,1.3,11.7,22.6,2.1,0.0,2.1,0.034,-0.4,-2.0,-2.4,-0.3,ROY-1,2014-15,2014-15,CLE,4,29.9,15.5,4.3,10.5,0.405,0.5,3.3,0.154,6.5,9.3,0.703,2.0,1.5,3.5,0.3,1.3,1.5,2.8,4.0,0.396372382502374
58.0,Nerlens Noel,20.0,PHI,C,75.0,71.0,2311.0,15.0,0.493,0.0,0.352,8.3,21.0,14.3,9.8,2.9,5.0,16.2,17.0,-0.2,4.2,4.0,0.083,-2.6,2.3,-0.3,1.0,"ROY-3,DPOY-15",2014-15,2014-15,PHL,2,26.4,13.0,5.5,11.5,0.478,0.0,0.0,0.0,2.0,4.0,0.5,2.0,3.5,5.5,1.0,1.0,2.0,2.0,5.0,0.8922068151914239
124.0,Zach LaVine,19.0,MIN,PG,77.0,40.0,1902.0,11.3,0.515,0.247,0.261,1.6,11.6,6.4,24.0,1.4,0.4,20.4,22.0,-0.7,0.0,-0.7,-0.018,-2.2,-2.5,-4.6,-1.3,,2014-15,2014-15,MIN,6,31.4,15.7,5.2,12.5,0.413,0.8,3.2,0.263,4.5,5.3,0.844,0.3,3.7,4.0,2.7,0.7,0.3,3.3,2.3,-0.2332813690301878
136.0,Dante Exum,19.0,UTA,PG,82.0,41.0,1817.0,5.7,0.457,0.635,0.077,1.7,6.6,4.2,16.6,1.2,0.6,21.5,13.8,-1.1,1.0,-0.1,-0.003,-3.6,-0.7,-4.3,-1.1,,2014-15,2014-15,UTA,5,26.7,7.2,2.4,7.8,0.308,0.6,3.6,0.167,1.8,2.8,0.643,0.2,2.4,2.6,2.8,1.4,0.2,3.0,1.6,-0.5532097676328658
190.0,Jordan Clarkson,22.0,LAL,PG,59.0,38.0,1476.0,16.9,0.528,0.203,0.265,4.0,10.5,7.1,23.8,1.8,0.7,12.6,23.0,2.0,0.4,2.4,0.078,1.2,-0.9,0.2,0.8,ROY-7,2014-15,2014-15,LAL,5,30.6,15.8,5.6,13.2,0.424,1.6,3.8,0.421,3.0,3.4,0.882,0.6,4.4,5.0,1.2,0.8,0.2,3.4,2.4,1.0572278816447156
194.0,Langston Galloway,23.0,NYK,PG,45.0,41.0,1457.0,12.3,0.489,0.344,0.153,2.9,12.5,7.5,17.6,1.9,0.7,10.1,19.2,0.7,0.6,1.3,0.043,-1.5,-0.9,-2.3,-0.1,,2014-15,2014-15,NYK,4,13.7,5.8,2.0,5.8,0.348,0.5,3.0,0.167,1.3,1.5,0.833,0.3,1.0,1.3,1.3,0.5,0.0,0.3,2.3,0.3273336224637301
214.0,Jerami Grant,20.0,PHI,SF,65.0,11.0,1377.0,8.7,0.47,0.443,0.548,3.7,12.3,7.8,9.4,1.5,4.0,16.3,16.5,-0.9,1.4,0.5,0.019,-3.9,0.6,-3.3,-0.5,,2014-15,2014-15,PHL,6,18.9,6.5,1.5,6.2,0.243,0.0,0.8,0.0,3.5,4.3,0.808,2.2,3.5,5.7,0.7,0.8,0.3,0.8,3.0,-0.1396233583334987
218.0,K.J. McDaniels,21.0,2TM,SG,62.0,15.0,1352.0,10.6,0.494,0.346,0.306,5.0,11.4,8.0,9.3,1.6,4.2,17.6,19.3,-0.9,1.5,0.6,0.02,-3.1,0.3,-2.8,-0.3,,2014-15,2014-15,PHL,3,22.8,12.3,4.3,9.7,0.448,1.7,4.0,0.417,2.0,2.0,1.0,1.0,1.3,2.3,0.7,0.7,1.0,1.3,2.0,0.0521735801488198
244.0,Tarik Black,23.0,2TM,C,63.0,39.0,1196.0,14.7,0.583,0.004,0.432,12.8,21.4,17.0,5.6,0.8,1.6,12.9,13.8,2.2,0.9,3.1,0.124,-1.0,-1.1,-2.1,0.0,,2014-15,2014-15,HOU,8,16.0,4.5,1.9,3.9,0.484,0.0,0.0,0.0,0.8,1.8,0.429,2.5,2.5,5.0,0.4,0.5,0.1,1.5,3.0,0.8852253796920698
252.0,Hassan Whiteside,25.0,MIA,C,48.0,32.0,1142.0,26.2,0.619,0.0,0.403,15.6,34.7,25.4,1.0,1.2,9.2,11.3,21.1,2.8,2.4,5.3,0.221,2.5,1.6,4.1,1.8,DPOY-15,2014-15,2014-15,TOR,3,16.9,6.7,2.0,3.7,0.545,0.0,0.0,0.0,2.7,3.3,0.8,2.0,8.0,10.0,0.0,0.0,1.3,3.3,4.0,2.747697067969559
256.0,Nik Stauskas,21.0,SAC,SG,73.0,1.0,1127.0,7.5,0.492,0.503,0.216,1.1,7.5,4.4,9.0,0.9,1.2,11.0,14.2,0.3,0.2,0.5,0.021,-2.4,-1.0,-3.3,-0.4,,2014-15,2014-15,SAC,7,28.8,9.9,3.3,7.6,0.434,1.6,3.3,0.478,1.7,2.6,0.667,0.4,1.9,2.3,2.0,0.4,0.3,1.9,1.3,-0.2195886293001949
267.0,Rodney Hood,22.0,UTA,SG,50.0,21.0,1064.0,12.3,0.529,0.455,0.214,1.0,11.7,6.4,13.2,1.5,0.9,9.9,19.6,1.3,0.9,2.2,0.098,-1.0,0.3,-0.7,0.3,,2014-15,2014-15,UTA,5,27.0,13.4,4.8,11.4,0.421,2.0,5.6,0.357,1.8,2.0,0.9,0.4,3.8,4.2,2.2,0.8,0.0,1.0,3.0,0.7218700084663517
269.0,James Ennis,24.0,MIA,SF,62.0,3.0,1051.0,11.5,0.541,0.385,0.381,6.0,14.0,10.1,7.2,1.3,1.4,11.9,14.6,1.2,0.8,1.9,0.088,-1.0,-0.5,-1.5,0.1,,2014-15,2014-15,MIA,2,22.3,12.5,4.0,8.0,0.5,1.0,3.0,0.333,3.5,3.5,1.0,1.5,4.0,5.5,1.0,1.5,0.0,3.5,3.0,0.5434377344543433
273.0,Shabazz Napier,23.0,MIA,PG,51.0,10.0,1012.0,9.3,0.517,0.518,0.246,2.1,11.2,6.7,19.9,2.1,0.3,24.3,15.5,-0.3,0.8,0.5,0.024,-2.7,-0.5,-3.2,-0.3,,2014-15,2014-15,MIA,4,26.9,10.3,3.3,11.8,0.277,1.3,5.0,0.25,2.5,4.0,0.625,0.5,0.8,1.3,2.8,2.5,0.0,3.5,3.0,-0.063546670045923
289.0,Elijah Millsap,27.0,UTA,SG,47.0,5.0,924.0,7.9,0.45,0.378,0.361,3.5,15.2,9.4,9.7,3.2,1.4,19.5,17.0,-1.0,1.4,0.4,0.02,-5.1,2.1,-3.1,-0.3,,2014-15,2014-15,PHL,5,22.2,11.0,3.4,7.4,0.459,0.4,0.8,0.5,3.8,5.6,0.679,1.6,2.8,4.4,1.6,2.8,0.2,2.8,2.2,-0.1757847258736187
322.0,Adreian Payne,23.0,2TM,PF,32.0,22.0,739.0,7.7,0.443,0.041,0.209,7.2,18.2,12.5,6.4,1.3,1.0,15.5,17.0,-0.7,0.2,-0.5,-0.033,-5.0,-2.0,-6.9,-0.9,,2014-15,2014-15,ATL,6,29.0,12.5,4.5,12.0,0.375,1.5,5.0,0.3,2.0,2.7,0.75,1.7,5.3,7.0,1.2,1.0,0.7,3.5,4.8,-0.7812108918614841
323.0,Jabari Parker,19.0,MIL,PF,25.0,25.0,738.0,14.5,0.527,0.061,0.251,7.8,13.5,10.7,9.5,2.1,0.6,13.9,20.7,0.4,1.0,1.3,0.088,-0.1,-0.4,-0.5,0.3,,2014-15,2014-15,MIL,5,28.6,15.6,5.2,12.4,0.419,0.4,2.2,0.182,4.8,6.8,0.706,1.2,7.0,8.2,1.4,1.2,0.0,5.0,2.8,0.8588459463139454
326.0,Gary Harris,20.0,DEN,SG,55.0,6.0,719.0,4.9,0.395,0.475,0.217,3.0,6.7,4.8,5.9,2.7,0.8,13.8,16.6,-1.2,0.5,-0.7,-0.046,-5.6,0.3,-5.3,-0.6,,2014-15,2014-15,DEN,5,33.1,18.6,5.4,16.8,0.321,2.4,7.4,0.324,5.4,6.0,0.9,0.4,3.8,4.2,2.0,2.6,0.4,2.8,3.2,-0.8975456993549226
331.0,P.J. Hairston,22.0,CHO,SG,45.0,2.0,687.0,8.9,0.446,0.606,0.134,3.4,11.5,7.4,5.1,1.6,1.5,7.2,20.4,-0.5,0.8,0.3,0.022,-2.6,-0.2,-2.9,-0.1,,2014-15,2014-15,CHA,7,30.7,18.3,5.7,17.1,0.333,3.0,8.7,0.344,3.9,5.4,0.711,0.6,2.9,3.4,0.9,1.3,0.6,2.0,4.1,-0.0741476056110097
336.0,Travis Wear,24.0,NYK,SF,51.0,1.0,672.0,8.5,0.451,0.144,0.124,5.2,13.3,9.1,9.9,1.2,1.4,13.7,17.5,-0.5,0.2,-0.3,-0.02,-3.4,-2.1,-5.5,-0.6,,2014-15,2014-15,NYK,1,5.2,3.0,1.0,3.0,0.333,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.5334815971837588
336.0,Travis Wear,24.0,NYK,SF,51.0,1.0,672.0,8.5,0.451,0.144,0.124,5.2,13.3,9.1,9.9,1.2,1.4,13.7,17.5,-0.5,0.2,-0.3,-0.02,-3.4,-2.1,-5.5,-0.6,,2014-15,2014-15,NYK,3,5.5,2.7,1.0,2.3,0.429,0.0,0.3,0.0,0.7,0.7,1.0,0.0,0.7,0.7,0.3,0.0,0.0,0.0,1.0,-0.5334815971837588
336.0,Travis Wear,24.0,NYK,SF,51.0,1.0,672.0,8.5,0.451,0.144,0.124,5.2,13.3,9.1,9.9,1.2,1.4,13.7,17.5,-0.5,0.2,-0.3,-0.02,-3.4,-2.1,-5.5,-0.6,,2014-15,2014-15,NYK,2,5.7,2.5,1.0,2.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,-0.5334815971837588
339.0,Justin Holiday,25.0,GSW,SG,59.0,4.0,657.0,12.1,0.498,0.464,0.191,2.0,9.7,6.0,10.1,3.0,1.4,10.2,18.8,0.2,1.0,1.3,0.092,-2.4,1.0,-1.4,0.1,,2014-15,2014-15,GOS,5,22.8,14.8,5.0,12.0,0.417,1.4,4.2,0.333,3.4,4.0,0.85,2.4,2.6,5.0,0.8,0.6,1.0,1.8,0.8,0.6150517774037477
340.0,Cleanthony Early,23.0,NYK,SF,39.0,7.0,647.0,8.4,0.447,0.393,0.224,3.8,13.8,8.7,9.1,2.0,1.5,14.5,19.6,-0.8,0.4,-0.4,-0.03,-3.7,-1.5,-5.2,-0.5,,2014-15,2014-15,NYK,4,27.8,11.5,4.0,8.5,0.471,1.3,2.3,0.556,2.3,3.5,0.643,1.3,3.5,4.8,1.3,0.3,0.8,1.0,2.3,-0.557561055043455
346.0,T.J. Warren,21.0,PHO,SF,40.0,1.0,614.0,14.0,0.551,0.098,0.089,7.3,7.9,7.6,6.6,1.5,1.1,10.8,17.8,0.7,0.4,1.1,0.085,-0.6,-0.4,-0.9,0.2,,2014-15,2014-15,PHX,5,24.7,17.8,7.4,13.6,0.544,0.0,0.8,0.0,3.0,4.6,0.652,2.2,2.6,4.8,0.2,0.8,0.4,1.0,2.8,0.7711475531806972
348.0,Tyler Johnson,22.0,MIA,SG,32.0,2.0,603.0,12.0,0.506,0.287,0.281,2.9,13.1,8.1,11.3,2.9,1.3,13.8,17.0,0.1,0.7,0.8,0.06,-2.0,1.0,-0.9,0.2,,2014-15,2014-15,MIA,6,24.2,12.3,4.3,8.3,0.52,0.5,1.7,0.3,3.2,3.7,0.864,1.2,2.3,3.5,2.0,0.8,0.3,0.7,3.3,0.5114304836546879
367.0,Joe Harris,23.0,CLE,SG,51.0,1.0,493.0,5.6,0.537,0.7,0.125,1.7,7.8,4.8,7.7,0.7,0.3,17.6,14.1,0.0,0.2,0.2,0.018,-4.0,-1.6,-5.6,-0.4,,2014-15,2014-15,CLE,4,24.7,7.8,2.3,5.8,0.391,1.0,2.5,0.4,2.3,2.8,0.818,0.0,1.5,1.5,1.5,0.5,0.3,1.5,2.3,-0.5880381124124663
377.0,Tyler Ennis,20.0,2TM,PG,33.0,1.0,411.0,7.3,0.411,0.299,0.049,1.9,7.7,4.8,27.3,2.2,1.0,22.2,20.6,-0.8,0.5,-0.3,-0.04,-4.1,-0.2,-4.3,-0.2,,2014-15,2014-15,PHX,5,22.9,4.2,1.4,6.4,0.219,0.0,1.2,0.0,1.4,1.6,0.875,0.4,3.6,4.0,3.2,1.6,0.0,2.6,2.4,-0.5998068962878128
378.0,Erick Green,23.0,DEN,PG,43.0,1.0,410.0,8.9,0.436,0.29,0.074,1.8,6.6,4.1,15.1,1.5,0.0,7.7,19.1,-0.1,0.1,0.0,0.0,-3.0,-1.3,-4.3,-0.2,,2014-15,2014-15,DEN,5,27.7,16.6,6.8,13.6,0.5,1.4,4.2,0.333,1.6,2.0,0.8,1.0,2.0,3.0,2.6,1.2,0.2,1.8,1.6,-0.3027803339035829
382.0,Jerome Jordan,28.0,BRK,C,44.0,0.0,383.0,16.8,0.609,0.0,0.468,15.3,15.5,15.4,5.3,1.1,3.1,16.3,16.1,0.9,0.3,1.2,0.156,-0.6,-0.6,-1.2,0.1,,2014-15,2014-15,LAL,4,11.1,1.0,0.3,2.8,0.091,0.0,0.0,0.0,0.5,1.0,0.5,0.8,2.0,2.8,0.5,0.3,1.3,0.3,1.3,1.267452140365669
383.0,Johnny O'Bryant,21.0,MIL,PF,34.0,15.0,368.0,3.8,0.379,0.0,0.225,8.2,11.7,10.0,7.1,0.7,0.9,15.9,19.2,-0.8,0.3,-0.5,-0.063,-7.3,-2.2,-9.5,-0.7,,2014-15,2014-15,MIL,5,18.2,8.2,2.8,6.8,0.412,0.0,0.0,0.0,2.6,3.8,0.684,1.6,3.6,5.2,0.4,0.6,0.6,1.4,2.4,-1.4462572775017084
385.0,Kyle Anderson,21.0,SAS,SF,33.0,8.0,358.0,8.2,0.389,0.124,0.157,1.6,20.8,11.4,10.9,2.1,1.5,9.5,13.4,-0.3,0.6,0.3,0.044,-3.8,2.3,-1.4,0.1,,2014-15,2014-15,SAS,6,24.4,8.0,2.8,7.0,0.405,0.7,1.2,0.571,1.7,2.2,0.769,0.5,2.5,3.0,2.0,1.2,0.5,1.2,2.2,0.111950475831658
392.0,Doug McDermott,23.0,CHI,SF,36.0,0.0,321.0,6.1,0.48,0.383,0.14,2.1,12.2,7.3,3.0,0.6,0.2,13.0,18.3,-0.3,0.2,0.0,-0.005,-4.1,-1.9,-6.0,-0.3,,2014-15,2014-15,CHI,4,28.7,18.0,4.8,10.8,0.442,3.0,6.8,0.444,5.5,5.8,0.957,0.0,4.0,4.0,2.8,0.0,0.8,3.0,1.8,-0.6909139442732718
403.0,Nick Johnson,22.0,HOU,SG,28.0,0.0,262.0,4.8,0.43,0.28,0.333,5.5,10.9,8.2,6.3,1.3,0.9,18.1,17.4,-0.4,0.2,-0.1,-0.02,-5.6,-0.9,-6.5,-0.3,,2014-15,2014-15,HOU,8,30.2,12.5,4.1,10.8,0.384,0.6,3.0,0.208,3.6,4.8,0.763,0.9,3.5,4.4,2.3,1.8,0.3,2.4,2.0,-0.9007426366684668
404.0,Glenn Robinson,21.0,2TM,SG,35.0,1.0,261.0,8.5,0.471,0.284,0.358,6.1,10.6,8.3,7.0,1.2,0.3,12.4,14.9,0.0,0.1,0.1,0.012,-3.0,-2.3,-5.4,-0.2,,2014-15,2014-15,MIN,6,21.8,7.7,2.5,6.5,0.385,0.7,1.7,0.4,2.0,3.2,0.632,0.8,2.2,3.0,0.7,1.0,0.0,1.0,0.7,-0.381358765587082
406.0,Noah Vonleh,19.0,CHO,PF,25.0,0.0,259.0,13.2,0.475,0.171,0.342,11.6,25.3,18.3,2.5,0.8,2.7,11.2,17.3,0.1,0.4,0.5,0.085,-2.1,-0.9,-3.1,-0.1,,2014-15,2014-15,CHA,7,27.1,9.1,3.0,10.6,0.284,0.1,1.1,0.125,3.0,4.4,0.677,4.0,6.0,10.0,0.4,0.1,1.1,2.6,5.6,0.5068872016975917
413.0,Dwight Powell,23.0,2TM,PF,29.0,0.0,236.0,13.8,0.552,0.164,0.493,8.3,14.9,11.6,5.5,1.9,2.1,11.9,17.5,0.3,0.3,0.6,0.122,-1.7,0.7,-1.0,0.1,,2014-15,2014-15,CLE,3,11.5,5.0,1.3,2.7,0.5,0.0,0.0,0.0,2.3,2.3,1.0,0.7,3.0,3.7,0.7,0.3,0.3,1.7,1.3,0.9121321563106553
28.0,Karl-Anthony Towns,20.0,MIN,C,82.0,82.0,2627.0,22.5,0.59,0.076,0.239,10.3,27.5,19.0,11.3,1.1,4.3,12.6,24.9,5.5,2.8,8.3,0.151,2.5,-0.4,2.2,2.7,ROY-1,2015-16,2015-16,MIN,5,31.2,12.8,4.2,10.6,0.396,0.0,1.0,0.0,4.4,6.0,0.733,2.2,5.0,7.2,2.0,0.8,1.8,3.4,6.2,1.9841872278360664
74.0,D'Angelo Russell,19.0,LAL,PG,80.0,48.0,2259.0,13.2,0.507,0.387,0.199,2.2,11.2,6.5,21.2,2.1,0.5,15.9,24.1,-0.7,0.7,0.0,0.001,-0.7,-1.6,-2.3,-0.1,ROY-9,2015-16,2015-16,LAL,5,30.1,11.8,4.6,12.2,0.377,0.4,3.4,0.118,2.2,3.2,0.688,0.2,5.0,5.2,3.2,1.0,0.2,5.2,3.6,0.2065704394928214
81.0,Justise Winslow,19.0,MIA,SF,78.0,8.0,2232.0,8.4,0.489,0.251,0.253,4.2,15.8,10.2,7.4,1.6,0.9,15.6,12.5,-0.2,2.7,2.5,0.054,-3.3,0.7,-2.6,-0.3,ROY-6,2015-16,2015-16,MIA,2,11.4,4.0,1.0,3.0,0.333,1.0,2.0,0.5,1.0,1.0,1.0,0.0,2.0,2.0,0.5,0.0,0.0,2.5,2.5,0.0595738535181354
94.0,Devin Booker,19.0,PHO,SG,76.0,51.0,2108.0,11.9,0.535,0.333,0.295,1.4,8.4,4.8,15.8,1.0,0.8,14.0,23.0,1.2,0.7,1.9,0.043,-1.2,-1.7,-2.8,-0.5,ROY-4,2015-16,2015-16,PHX,7,30.4,15.3,5.3,13.1,0.402,1.7,4.3,0.4,3.0,3.4,0.875,0.9,4.0,4.9,1.7,0.7,0.1,2.0,3.3,0.2511125313733809
102.0,Emmanuel Mudiay,19.0,DEN,PG,68.0,66.0,2068.0,9.9,0.437,0.256,0.231,1.7,10.9,6.2,29.0,1.6,1.4,17.9,25.7,-3.3,1.2,-2.1,-0.049,-2.3,-1.9,-4.2,-1.2,ROY-7,2015-16,2015-16,DEN,4,30.4,12.0,5.0,13.0,0.385,0.5,3.5,0.143,1.5,3.0,0.5,0.0,3.5,3.5,5.8,1.3,0.3,5.0,2.8,-0.4380563066629022
106.0,Kristaps Porzingis,20.0,NYK,PF,72.0,72.0,2047.0,17.7,0.518,0.274,0.271,7.1,20.7,14.0,7.9,1.3,5.0,10.9,24.6,1.5,2.9,4.4,0.102,0.6,0.3,0.9,1.5,ROY-2,2015-16,2015-16,NYK,4,20.6,10.5,3.0,6.3,0.48,0.3,1.3,0.2,4.3,6.0,0.708,0.5,2.8,3.3,1.0,1.0,1.8,1.3,4.3,1.288819009615919
152.0,Nikola Jokic,20.0,DEN,C,80.0,55.0,1733.0,21.5,0.582,0.14,0.317,11.4,24.7,17.9,18.1,2.3,2.3,13.2,19.9,4.5,2.2,6.7,0.185,2.6,1.3,3.9,2.6,ROY-3,2015-16,2015-16,DEN,5,21.0,8.0,3.4,7.4,0.459,0.4,1.4,0.286,0.8,1.4,0.571,2.4,3.8,6.2,1.4,0.8,1.4,3.0,4.6,2.2202507744764297
181.0,T.J. McConnell,23.0,PHI,PG,81.0,17.0,1606.0,14.5,0.511,0.192,0.088,2.8,14.5,8.5,37.2,2.9,0.5,22.5,17.0,0.6,1.4,1.9,0.058,-1.5,0.3,-1.2,0.3,,2015-16,2015-16,PHL,3,18.8,3.7,1.7,5.0,0.333,0.3,1.0,0.333,0.0,0.0,0.0,0.7,2.7,3.3,3.7,0.3,0.0,2.0,1.7,0.6597393207424075
183.0,Jahlil Okafor,20.0,PHI,C,53.0,48.0,1591.0,17.1,0.536,0.008,0.248,8.1,17.8,12.8,8.2,0.7,2.9,12.5,27.3,0.3,0.9,1.2,0.037,-0.5,-1.8,-2.3,-0.1,ROY-5,2015-16,2015-16,PHL,2,31.5,18.5,7.0,16.0,0.438,0.0,0.0,0.0,4.5,9.5,0.474,3.0,5.5,8.5,1.5,0.0,1.0,4.5,4.5,0.6561199970068575
