Rk,Player,Age,Team_adv,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Season,RookieSeason,Team_sl,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Impact_PC1
206.0,Willie Cauley-Stein,22.0,SAC,C,66.0,39.0,1412.0,15.3,0.588,0.006,0.369,10.3,16.6,13.5,3.8,1.6,3.8,10.5,13.2,2.4,1.4,3.8,0.13,-0.8,0.1,-0.8,0.4,,2015-16,2015-16,SAC,5,22.5,11.4,4.4,8.6,0.512,0.0,0.2,0.0,2.6,4.0,0.65,2.2,3.2,5.4,0.6,0.4,2.8,0.8,3.2,1.0775828826202238
211.0,Trey Lyles,20.0,UTA,PF,80.0,33.0,1382.0,11.6,0.517,0.294,0.188,5.0,20.2,12.6,7.1,1.0,1.1,12.1,17.9,0.6,1.7,2.3,0.079,-1.6,-0.2,-1.8,0.1,,2015-16,2015-16,UTA,5,24.8,11.6,4.0,12.8,0.313,1.2,4.4,0.273,2.4,4.6,0.522,1.2,5.4,6.6,1.0,1.4,0.6,1.8,2.4,0.4827269308887878
230.0,Jerian Grant,23.0,NYK,PG,76.0,6.0,1265.0,11.2,0.479,0.256,0.315,2.0,10.2,6.2,21.8,2.0,0.6,16.3,19.0,-0.2,1.0,0.8,0.03,-2.8,-0.3,-3.1,-0.3,,2015-16,2015-16,NYK,5,27.3,11.8,3.6,9.2,0.391,1.0,2.0,0.5,3.6,4.0,0.9,0.4,2.8,3.2,4.8,1.6,0.6,2.2,3.0,0.1132907720264485
255.0,Josh Richardson,22.0,MIA,SG,52.0,2.0,1107.0,11.4,0.569,0.423,0.232,2.2,8.5,5.5,9.7,1.7,1.7,10.5,13.8,1.3,1.2,2.5,0.109,-1.1,0.7,-0.4,0.5,,2015-16,2015-16,MIA,5,26.6,12.6,4.8,12.2,0.393,0.6,2.2,0.273,2.4,3.0,0.8,1.6,1.4,3.0,2.2,1.8,0.8,2.6,4.6,0.732245728279557
256.0,Bobby Portis,20.0,CHI,PF,62.0,4.0,1102.0,13.8,0.469,0.119,0.151,12.0,20.0,16.1,7.5,1.1,1.5,10.4,20.7,0.3,1.3,1.5,0.066,-1.5,-1.8,-3.3,-0.4,,2015-16,2015-16,CHI,6,28.1,14.5,5.3,12.7,0.421,0.8,2.0,0.417,3.0,4.0,0.75,1.8,6.8,8.7,0.3,0.7,1.3,1.7,2.5,0.4479058595434584
274.0,Rashad Vaughn,19.0,MIL,SG,70.0,6.0,1001.0,4.2,0.398,0.553,0.056,1.3,8.7,5.0,5.5,1.5,1.4,9.3,13.5,-1.2,0.4,-0.8,-0.036,-4.4,-1.3,-5.7,-0.9,,2015-16,2015-16,MIL,6,29.7,17.2,6.0,16.5,0.364,1.5,6.0,0.25,3.7,4.5,0.815,0.5,2.7,3.2,1.7,0.8,1.0,2.5,2.8,-0.9420447966991196
302.0,Jonathon Simmons,26.0,SAS,SG,55.0,2.0,813.0,11.9,0.586,0.194,0.38,2.3,10.8,6.7,10.4,1.5,0.5,15.8,18.9,0.7,1.3,2.0,0.119,-3.1,0.4,-2.7,-0.2,,2015-16,2015-16,SAS,7,24.5,17.0,5.9,11.3,0.519,0.3,1.6,0.182,5.0,7.1,0.7,0.7,3.3,4.0,3.0,1.7,0.4,3.1,2.7,0.5995917578495874
314.0,Norman Powell,22.0,TOR,SG,49.0,24.0,725.0,13.3,0.541,0.389,0.231,2.6,14.8,8.8,10.4,2.1,1.1,11.3,17.8,0.7,0.9,1.6,0.105,-0.5,0.3,-0.3,0.3,,2015-16,2015-16,TOR,4,25.5,18.3,6.8,13.3,0.509,1.0,2.3,0.444,3.8,5.3,0.714,0.3,4.0,4.3,1.0,1.5,1.5,2.8,3.3,0.8644567169702174
329.0,Justin Anderson,22.0,DAL,SF,55.0,9.0,647.0,12.3,0.522,0.474,0.314,3.1,19.3,11.2,6.8,1.5,3.2,10.8,15.8,0.3,0.8,1.1,0.083,-1.1,1.4,0.3,0.4,,2015-16,2015-16,DAL,6,31.8,17.5,6.0,13.8,0.434,2.5,6.5,0.385,3.0,3.3,0.9,0.5,3.7,4.2,1.5,1.2,0.5,1.8,2.8,0.7481121361457906
334.0,Rondae Hollis-Jefferson,21.0,BRK,SF,29.0,17.0,615.0,14.2,0.519,0.101,0.377,7.0,21.4,14.1,10.1,3.2,2.1,13.9,13.5,0.5,0.7,1.2,0.094,-1.4,2.2,0.8,0.4,,2015-16,2015-16,BRK,5,27.8,11.2,4.0,11.0,0.364,0.2,1.6,0.125,3.0,5.2,0.577,2.6,4.0,6.6,1.8,1.4,1.2,2.6,3.6,0.9845355280098202
336.0,Anthony Brown,23.0,LAL,SF,29.0,11.0,599.0,4.9,0.427,0.556,0.159,1.6,11.3,6.3,4.8,1.2,0.7,10.0,11.0,-0.4,0.1,-0.3,-0.024,-4.5,-1.0,-5.5,-0.5,,2015-16,2015-16,LAL,5,21.4,5.0,1.6,4.8,0.333,0.6,2.4,0.25,1.2,1.2,1.0,0.4,2.4,2.8,0.0,0.4,0.4,0.4,2.6,-0.8180038634655589
341.0,Tyus Jones,19.0,MIN,PG,37.0,0.0,573.0,11.2,0.45,0.34,0.25,1.4,8.0,4.8,27.7,2.7,0.4,16.0,16.1,0.0,0.3,0.3,0.027,-1.9,-0.5,-2.4,-0.1,,2015-16,2015-16,MIN,4,24.4,7.8,2.8,6.8,0.407,0.5,2.0,0.25,1.8,2.3,0.778,0.0,2.0,2.0,2.0,1.0,0.0,3.3,3.5,0.1651301014383393
368.0,Willie Reed,25.0,BRK,C,39.0,2.0,426.0,19.2,0.579,0.0,0.414,12.7,19.6,16.1,3.8,0.7,5.7,9.2,18.1,0.9,0.3,1.2,0.134,0.4,-0.9,-0.5,0.2,,2015-16,2015-16,BRK,5,22.8,8.2,3.4,6.2,0.548,0.0,0.0,0.0,1.4,1.8,0.778,2.8,5.0,7.8,1.4,0.2,0.8,1.6,2.6,1.4122823316383852
374.0,Lamar Patterson,24.0,ATL,SG,35.0,0.0,395.0,5.1,0.468,0.613,0.275,1.1,12.4,6.9,13.6,1.1,0.4,20.4,12.8,-0.3,0.5,0.2,0.025,-5.4,0.3,-5.1,-0.3,,2015-16,2015-16,ATL,7,25.8,13.1,4.0,8.9,0.452,1.3,3.4,0.375,3.9,5.6,0.692,0.9,4.3,5.1,3.4,1.6,0.0,2.3,2.9,-0.5472464251871981
378.0,Montrezl Harrell,22.0,HOU,PF,39.0,1.0,379.0,14.6,0.635,0.011,0.511,7.2,11.7,9.5,7.2,1.4,2.4,13.4,14.5,0.7,0.2,0.9,0.118,-0.5,-0.1,-0.6,0.1,,2015-16,2015-16,HOU,4,27.8,16.5,6.5,13.5,0.481,0.0,0.0,0.0,3.5,7.0,0.5,4.8,3.3,8.0,1.0,1.0,1.3,1.3,4.3,0.9908146724874654
385.0,Cristiano Felicio,23.0,CHI,C,31.0,4.0,321.0,17.6,0.601,0.056,0.486,10.0,23.1,16.7,12.1,0.9,3.0,12.9,13.7,0.7,0.4,1.2,0.175,0.1,0.2,0.3,0.2,,2015-16,2015-16,CHI,6,13.1,3.3,1.5,2.7,0.563,0.0,0.2,0.0,0.3,0.8,0.4,2.2,2.3,4.5,0.3,0.2,0.7,0.7,1.5,1.5512754878476218
387.0,R.J. Hunter,22.0,BOS,SG,36.0,0.0,315.0,7.7,0.48,0.643,0.071,0.7,12.0,6.2,5.9,2.2,1.0,9.8,15.1,-0.1,0.4,0.3,0.045,-3.1,1.0,-2.1,0.0,,2015-16,2015-16,BOS,5,24.4,15.6,3.8,10.4,0.365,2.0,6.4,0.313,6.0,7.4,0.811,0.4,2.8,3.2,1.8,0.4,0.2,1.2,2.4,0.0141481217254923
388.0,Terry Rozier,21.0,BOS,PG,39.0,0.0,311.0,5.0,0.326,0.255,0.094,8.1,13.5,10.8,16.5,0.9,0.3,14.7,17.7,-0.6,0.3,-0.3,-0.047,-4.7,-1.4,-6.1,-0.3,,2015-16,2015-16,BOS,5,27.5,12.2,3.4,10.2,0.333,1.4,3.2,0.438,4.0,4.6,0.87,0.8,2.0,2.8,4.0,1.0,0.2,1.6,2.4,-0.969146244091112
404.0,Delon Wright,23.0,TOR,PG,27.0,1.0,229.0,17.8,0.54,0.163,0.438,4.1,14.3,9.3,22.5,1.8,1.1,14.4,22.1,0.3,0.2,0.6,0.124,1.1,-0.3,0.9,0.2,,2015-16,2015-16,TOR,2,21.1,9.5,3.0,8.0,0.375,0.0,2.0,0.0,3.5,4.5,0.778,0.0,2.0,2.0,5.5,1.5,0.0,1.0,0.5,1.3944047538592708
425.0,Jarell Eddie,24.0,WAS,SF,26.0,0.0,147.0,11.0,0.46,0.723,0.123,1.5,16.3,8.8,5.0,1.7,0.6,1.4,20.7,0.0,0.1,0.1,0.046,-0.3,-1.1,-1.5,0.0,,2015-16,2015-16,SAS,7,26.2,12.0,3.9,9.7,0.397,2.9,6.1,0.465,1.4,1.6,0.909,0.6,3.3,3.9,0.6,0.1,0.6,0.4,1.4,0.318968896233223
428.0,Pat Connaughton,23.0,POR,SG,34.0,0.0,143.0,4.6,0.352,0.429,0.102,8.3,15.9,12.1,9.9,0.7,0.0,16.3,18.7,-0.3,0.1,-0.2,-0.076,-4.8,-3.2,-8.0,-0.2,,2015-16,2015-16,POR,5,22.9,7.2,2.8,6.8,0.412,1.4,3.2,0.438,0.2,0.8,0.25,0.0,4.8,4.8,0.8,1.6,0.4,0.8,2.0,-1.305238580841232
65.0,Brandon Ingram,19.0,LAL,SF,79.0,40.0,2279.0,8.5,0.474,0.273,0.312,2.8,12.7,7.6,10.5,1.1,1.3,12.9,16.8,-1.0,0.7,-0.3,-0.007,-3.0,-1.4,-4.4,-1.4,,2016-17,2016-17,LAL,5,27.4,12.2,4.2,10.2,0.412,0.8,3.2,0.25,3.0,4.2,0.714,0.4,3.8,4.2,1.8,0.6,0.4,1.6,0.6,-0.3729672192603276
115.0,Malcolm Brogdon,24.0,MIL,SG,75.0,28.0,1982.0,14.9,0.555,0.304,0.198,2.8,9.6,6.3,24.3,2.2,0.5,14.1,18.5,2.6,1.5,4.1,0.1,0.0,-0.4,-0.4,0.8,"ROY-1,6MOY-11",2016-17,2016-17,MIL,5,31.5,10.2,4.4,12.8,0.344,0.6,3.6,0.167,0.8,1.4,0.571,0.8,4.2,5.0,4.4,0.4,0.0,0.6,1.6,0.951346058361546
117.0,Rodney McGruder,25.0,MIA,SG,78.0,65.0,1966.0,9.1,0.506,0.478,0.154,5.2,9.2,7.2,8.8,1.2,0.7,10.2,12.3,1.2,1.7,2.9,0.072,-1.8,-0.1,-1.9,0.0,ROY-8,2016-17,2016-17,MIA,4,25.0,12.8,4.0,8.8,0.457,2.8,5.0,0.55,2.0,3.8,0.533,1.0,1.5,2.5,0.8,0.3,0.0,1.8,1.0,0.2569815626567256
126.0,Buddy Hield,24.0,2TM,SG,82.0,55.0,1888.0,11.8,0.541,0.494,0.099,2.0,13.5,7.8,10.3,1.0,0.4,11.2,21.3,0.0,1.3,1.3,0.032,-0.6,-1.4,-2.0,0.0,ROY-4,2016-17,2016-17,NOP,5,31.9,16.8,6.4,19.6,0.327,2.2,9.6,0.229,1.8,2.0,0.9,0.8,4.6,5.4,3.8,0.8,0.2,2.8,2.8,0.2691613320515167
147.0,Jamal Murray,19.0,DEN,SG,82.0,10.0,1764.0,11.9,0.518,0.471,0.164,2.6,10.7,6.7,14.0,1.4,1.1,12.6,21.6,0.6,0.7,1.3,0.037,-0.6,-1.4,-2.0,0.0,ROY-5,2016-17,2016-17,DEN,5,29.5,19.6,7.4,17.4,0.425,1.6,5.8,0.276,3.2,3.6,0.889,1.4,3.6,5.0,2.4,0.8,0.4,2.8,1.4,0.2988821055459589
154.0,Marquese Chriss,19.0,PHO,PF,82.0,75.0,1743.0,12.3,0.529,0.354,0.286,5.8,16.1,10.8,5.2,1.8,3.2,13.2,19.7,0.3,1.5,1.8,0.05,-2.2,-0.1,-2.2,-0.1,ROY-7,2016-17,2016-17,PHX,3,30.3,10.0,3.7,11.0,0.333,0.0,2.3,0.0,2.7,4.7,0.571,3.0,6.0,9.0,0.3,0.3,0.7,3.3,5.3,0.3678903206061286
166.0,Isaiah Whitehead,21.0,BRK,PG,73.0,26.0,1643.0,7.6,0.487,0.293,0.222,2.1,9.7,5.9,17.7,1.2,1.7,20.3,18.2,-1.7,0.9,-0.8,-0.023,-4.3,-0.8,-5.1,-1.3,,2016-17,2016-17,BRK,5,26.0,8.8,3.4,9.4,0.362,1.0,2.4,0.417,1.0,1.6,0.625,0.4,2.2,2.6,2.8,2.0,1.0,2.8,2.4,-0.5762647313297488
167.0,Dorian Finney-Smith,23.0,DAL,PF,81.0,35.0,1642.0,7.7,0.486,0.574,0.183,3.7,12.4,7.9,6.0,1.6,1.4,11.1,11.6,-0.1,1.5,1.4,0.041,-3.3,0.6,-2.6,-0.3,,2016-17,2016-17,DAL,6,22.2,2.8,0.7,4.2,0.16,0.5,2.2,0.231,1.0,1.7,0.6,1.0,2.5,3.5,1.7,0.5,0.5,1.5,2.0,-0.050293363503195
199.0,Andrew Harrison,22.0,MEM,PG,72.0,18.0,1474.0,8.7,0.477,0.433,0.539,1.7,9.0,5.3,20.0,1.9,1.4,16.0,16.4,0.0,1.5,1.6,0.051,-4.0,0.6,-3.4,-0.5,,2016-17,2016-17,MEM,5,26.8,13.6,2.8,12.2,0.23,0.6,4.0,0.15,7.4,8.8,0.841,0.6,2.0,2.6,4.0,2.0,0.2,3.8,3.0,-0.0061368882872231
217.0,Jaylen Brown,20.0,BOS,SF,78.0,20.0,1341.0,10.3,0.539,0.319,0.293,3.8,14.4,9.1,7.2,1.3,1.1,12.5,18.1,0.2,1.3,1.5,0.053,-3.0,-0.8,-3.7,-0.6,ROY-8,2016-17,2016-17,BOS,5,29.3,16.0,4.4,13.4,0.328,0.8,3.8,0.211,6.4,8.8,0.727,1.6,4.6,6.2,1.2,2.8,0.6,2.2,3.4,0.0933546089209022
219.0,Kris Dunn,22.0,MIN,PG,78.0,7.0,1333.0,8.1,0.432,0.233,0.188,2.1,12.6,7.3,19.4,3.0,2.3,20.8,14.2,-1.2,1.3,0.1,0.004,-4.5,1.8,-2.8,-0.3,,2016-17,2016-17,MIN,2,33.9,24.0,9.5,17.5,0.543,0.5,3.0,0.167,4.5,7.5,0.6,3.0,4.0,7.0,3.0,2.0,1.0,3.0,7.5,-0.2044174153515818
244.0,Yogi Ferrell,23.0,2TM,PG,46.0,29.0,1197.0,13.1,0.533,0.447,0.226,1.8,9.2,5.3,23.2,1.8,0.7,13.9,19.6,0.8,1.0,1.8,0.072,-0.9,-0.3,-1.1,0.3,ROY-8,2016-17,2016-17,BRK,4,16.9,8.8,3.5,8.0,0.438,0.5,2.8,0.182,1.3,1.8,0.714,0.5,1.0,1.5,1.8,0.8,0.3,2.3,0.8,0.6278288810017922
246.0,Timothe Luwawu-Cabarrot,21.0,PHI,SF,69.0,19.0,1190.0,8.5,0.536,0.446,0.341,2.3,11.5,6.9,9.6,1.3,0.7,15.0,17.8,0.0,0.8,0.8,0.034,-3.9,-0.7,-4.6,-0.8,,2016-17,2016-17,PHL,6,23.2,8.2,3.0,8.2,0.367,1.3,4.3,0.308,0.8,1.2,0.714,0.7,1.8,2.5,0.5,0.5,0.3,2.0,1.7,-0.2086351219457124
261.0,Tyler Ulis,21.0,PHO,PG,61.0,15.0,1123.0,13.0,0.474,0.181,0.162,1.9,7.5,4.6,30.5,2.0,0.4,14.1,20.3,0.3,0.4,0.7,0.029,-0.9,-1.4,-2.4,-0.1,,2016-17,2016-17,PHX,6,32.2,14.5,5.8,14.2,0.412,0.8,2.7,0.313,2.0,2.7,0.75,0.5,2.0,2.5,6.3,2.8,0.0,1.8,2.7,0.3073912345792394
267.0,Patrick McCaw,21.0,GSW,SG,71.0,20.0,1074.0,8.6,0.54,0.502,0.151,2.3,7.6,5.1,9.0,1.4,1.1,12.1,11.9,0.5,1.2,1.7,0.077,-2.4,0.1,-2.4,-0.1,,2016-17,2016-17,GOS,5,33.9,15.8,5.6,12.0,0.467,2.6,6.8,0.382,2.0,3.0,0.667,0.6,2.6,3.2,2.2,2.0,0.6,2.6,2.4,0.1956661514536457
283.0,Taurean Prince,22.0,ATL,SF,59.0,10.0,981.0,9.8,0.513,0.358,0.33,2.8,14.6,8.8,8.4,2.2,2.4,15.7,17.2,-0.4,1.5,1.1,0.054,-3.5,1.7,-1.8,0.0,,2016-17,2016-17,ATL,3,26.4,13.7,4.0,10.7,0.375,0.7,2.7,0.25,5.0,5.3,0.938,0.3,5.7,6.0,1.7,3.0,0.7,3.3,2.7,0.2378249549699518
285.0,Denzel Valentine,23.0,CHI,SG,57.0,0.0,976.0,7.3,0.492,0.722,0.063,1.2,15.6,8.3,9.3,1.5,0.6,14.2,15.4,-0.5,1.1,0.6,0.031,-3.5,0.1,-3.3,-0.3,,2016-17,2016-17,CHI,7,29.8,11.6,4.4,12.6,0.352,1.7,6.7,0.255,1.0,1.3,0.778,0.9,5.9,6.7,2.7,1.6,0.1,2.0,3.0,-0.1897772695256567
297.0,Pascal Siakam,22.0,TOR,PF,55.0,38.0,859.0,11.5,0.523,0.034,0.156,8.4,15.9,12.2,2.9,1.5,4.5,13.1,13.1,0.4,1.2,1.6,0.089,-3.0,0.7,-2.4,-0.1,,2016-17,2016-17,TOR,1,15.2,12.0,6.0,10.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.464036752815709
302.0,Juancho Hernangomez,21.0,DEN,PF,62.0,9.0,842.0,13.4,0.592,0.504,0.339,5.7,18.7,12.3,4.7,1.7,1.1,10.7,14.6,1.2,0.6,1.8,0.104,0.1,-0.2,-0.1,0.4,,2016-17,2016-17,DEN,5,26.7,10.2,3.6,6.6,0.545,0.4,1.6,0.25,2.6,4.0,0.65,3.2,5.0,8.2,1.8,0.6,0.2,1.0,3.0,0.886037979986034
306.0,Davis Bertans,24.0,SAS,PF,67.0,6.0,808.0,12.9,0.609,0.739,0.145,3.2,10.4,6.9,8.3,1.3,2.8,11.4,15.7,1.1,1.2,2.3,0.135,0.5,0.8,1.3,0.7,,2016-17,2016-17,SAS,1,23.9,15.0,5.0,12.0,0.417,3.0,7.0,0.429,2.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,1.1177967823042143
329.0,Jakob Poeltl,21.0,TOR,C,54.0,4.0,626.0,12.2,0.589,0.0,0.496,14.1,15.7,14.9,2.7,1.4,2.8,17.2,12.1,0.9,0.7,1.6,0.125,-3.0,-0.1,-3.1,-0.2,,2016-17,2016-17,TOR,5,25.1,6.8,2.8,4.2,0.667,0.0,0.0,0.0,1.2,1.8,0.667,3.4,3.6,7.0,1.0,1.0,2.0,1.2,3.0,0.6113175471885713
331.0,Skal Labissiere,20.0,SAC,PF,33.0,12.0,612.0,16.8,0.577,0.037,0.339,9.7,20.7,15.3,7.5,1.3,1.9,12.9,21.3,0.7,0.5,1.3,0.099,-0.9,-1.4,-2.3,0.0,,2016-17,2016-17,SAC,5,24.2,11.0,4.4,9.6,0.458,0.6,0.8,0.75,1.6,2.8,0.571,1.0,4.8,5.8,0.6,0.6,1.0,2.4,2.4,0.910581367562708
332.0,Ivica Zubac,19.0,LAL,C,38.0,11.0,609.0,17.0,0.547,0.013,0.206,7.1,21.9,14.3,8.1,1.1,4.4,10.4,20.3,0.6,0.5,1.1,0.086,-1.2,-0.6,-1.7,0.0,,2016-17,2016-17,LAL,5,23.2,10.6,4.4,6.8,0.647,0.0,0.0,0.0,1.8,2.2,0.818,2.8,4.4,7.2,0.2,0.2,2.6,1.0,3.4,0.9232911564248596
339.0,Dragan Bender,19.0,PHO,PF,43.0,0.0,574.0,5.3,0.44,0.627,0.068,4.2,15.6,9.7,5.5,0.8,3.1,16.2,14.4,-0.7,0.3,-0.3,-0.029,-4.3,-0.7,-5.1,-0.4,,2016-17,2016-17,PHX,5,31.9,8.6,2.8,10.2,0.275,1.8,6.8,0.265,1.2,2.4,0.5,1.2,4.4,5.6,1.0,1.0,1.0,3.8,4.4,-0.773414179841266
340.0,Thon Maker,19.0,MIL,C,57.0,34.0,562.0,14.0,0.558,0.409,0.271,8.4,15.2,11.8,6.2,0.9,4.1,7.7,17.8,0.8,0.5,1.3,0.113,-1.1,-0.9,-2.0,0.0,,2016-17,2016-17,MIL,5,30.4,14.2,4.6,12.2,0.377,1.2,3.8,0.316,3.8,4.8,0.792,3.8,5.8,9.6,0.0,0.8,1.0,1.8,5.0,0.7936016341222822
346.0,Troy Williams,22.0,2TM,SF,30.0,16.0,557.0,9.0,0.511,0.371,0.192,3.0,11.2,7.0,7.0,2.5,1.7,15.0,17.1,-0.3,0.7,0.4,0.032,-4.3,0.6,-3.8,-0.3,,2016-17,2016-17,PHX,6,22.2,12.3,4.2,7.7,0.543,0.8,3.2,0.263,3.2,4.0,0.792,0.8,3.5,4.3,0.3,1.7,0.0,1.5,2.7,-0.1059772324025172
359.0,Okaro White,24.0,MIA,PF,35.0,0.0,471.0,7.5,0.507,0.391,0.253,5.8,13.5,9.6,6.0,1.1,1.7,15.7,10.8,0.1,0.5,0.6,0.066,-3.6,0.4,-3.1,-0.1,,2016-17,2016-17,MIA,5,19.5,8.6,2.8,7.4,0.378,0.8,2.2,0.364,2.2,2.6,0.846,1.8,4.0,5.8,1.4,1.0,0.2,1.2,2.0,-0.0001332275320928
372.0,Wade Baldwin,20.0,MEM,PG,33.0,1.0,405.0,6.5,0.404,0.191,0.322,3.0,10.2,6.5,22.8,2.3,1.7,22.9,19.1,-0.8,0.5,-0.3,-0.041,-5.8,0.3,-5.5,-0.3,,2016-17,2016-17,MEM,4,24.4,10.8,2.5,8.8,0.286,0.0,1.8,0.0,5.8,7.0,0.821,1.3,3.5,4.8,2.5,1.5,0.0,3.3,2.3,-0.7753480853570834
375.0,Kay Felder,21.0,CLE,PG,42.0,0.0,386.0,11.4,0.462,0.139,0.31,0.9,10.5,5.9,22.7,2.3,1.5,14.3,24.2,-0.3,0.4,0.1,0.008,-3.1,0.7,-2.4,0.0,,2016-17,2016-17,CLE,7,29.9,15.3,6.0,14.3,0.42,0.7,3.1,0.227,2.6,3.3,0.783,0.7,2.7,3.4,3.9,1.4,0.9,2.3,2.7,0.095154933620261
381.0,DeAndre' Bembry,22.0,ATL,SF,38.0,1.0,371.0,8.8,0.481,0.184,0.163,4.2,13.1,8.7,11.5,1.1,1.2,13.2,14.2,-0.1,0.4,0.3,0.038,-3.6,0.1,-3.5,-0.1,,2016-17,2016-17,ATL,5,26.8,10.4,3.8,8.8,0.432,0.8,2.8,0.286,2.0,2.8,0.714,0.2,4.8,5.0,3.8,1.6,0.2,2.0,1.2,-0.0660619116550617
387.0,Dejounte Murray,20.0,SAS,PG,38.0,8.0,322.0,9.6,0.503,0.198,0.259,2.2,12.4,7.4,22.6,1.3,1.5,22.7,23.5,-0.4,0.5,0.0,0.004,-4.2,-0.5,-4.8,-0.2,,2016-17,2016-17,SAS,5,25.6,10.8,4.4,13.8,0.319,1.0,3.2,0.313,1.0,1.4,0.714,0.6,5.4,6.0,2.6,2.4,0.8,3.6,1.8,-0.2796678288017955
392.0,Fred VanVleet,22.0,TOR,PG,37.0,0.0,294.0,10.5,0.443,0.261,0.198,1.5,14.6,8.1,17.5,2.8,0.9,11.1,20.6,-0.1,0.4,0.2,0.04,-3.6,1.6,-2.1,0.0,,2016-17,2016-17,TOR,5,16.0,6.2,2.0,4.8,0.417,1.2,2.2,0.545,1.0,1.2,0.833,0.4,2.6,3.0,1.6,1.2,0.0,0.6,1.6,0.19924620553506
394.0,Sheldon Mac,24.0,WAS,SG,30.0,3.0,287.0,10.1,0.518,0.4,0.36,1.6,11.7,6.7,7.0,1.4,0.6,5.4,14.0,0.3,0.2,0.5,0.076,-2.2,-0.1,-2.3,0.0,,2016-17,2016-17,WAS,5,12.6,2.6,0.8,3.0,0.267,0.0,1.0,0.0,1.0,1.4,0.714,0.2,1.2,1.4,0.6,0.4,0.2,1.0,1.6,0.3116348889444733
395.0,Bryn Forbes,23.0,SAS,SG,36.0,0.0,285.0,5.9,0.462,0.535,0.061,0.8,8.2,4.6,11.7,0.2,0.0,9.8,17.9,-0.2,0.2,0.1,0.014,-3.9,-1.5,-5.4,-0.2,,2016-17,2016-17,SAS,5,23.7,9.0,2.8,8.6,0.326,1.8,4.8,0.375,1.6,1.8,0.889,0.6,2.2,2.8,0.8,0.2,0.0,1.0,1.2,-0.56502969180399
398.0,Jake Layman,22.0,POR,SF,35.0,1.0,249.0,4.9,0.404,0.573,0.191,2.7,8.0,5.3,6.2,1.8,1.0,10.2,19.0,-0.4,0.1,-0.3,-0.054,-5.2,-1.2,-6.4,-0.3,,2016-17,2016-17,POR,5,30.4,8.0,2.8,8.0,0.35,0.8,4.4,0.182,1.6,2.8,0.571,0.2,4.0,4.2,0.2,1.4,0.6,0.4,2.2,-1.035746850587498
411.0,Treveon Graham,23.0,CHO,SG,27.0,1.0,189.0,10.6,0.612,0.375,0.375,2.9,10.0,6.4,4.7,1.6,0.5,6.0,11.8,0.3,0.2,0.4,0.108,-1.8,0.8,-1.0,0.1,,2016-17,2016-17,UTA,1,17.4,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,2.0,4.0,6.0,0.0,0.0,0.0,2.0,3.0,0.6126136238614899
20.0,Donovan Mitchell,21.0,UTA,SG,79.0,71.0,2638.0,16.7,0.541,0.404,0.218,2.3,10.4,6.4,19.4,2.2,0.9,12.6,29.1,1.4,3.8,5.2,0.095,0.9,0.3,1.2,2.2,ROY-2,2017-18,2017-18,UTA,2,33.1,28.0,9.0,25.0,0.36,3.0,11.0,0.273,7.0,8.0,0.875,1.0,1.5,2.5,1.5,6.0,0.0,4.0,3.0,1.2114595665384575
40.0,Jayson Tatum,19.0,BOS,SF,80.0,80.0,2443.0,15.2,0.586,0.29,0.309,2.3,15.6,9.0,8.3,1.7,2.0,10.7,19.4,3.0,4.0,7.1,0.139,0.0,1.2,1.2,2.0,ROY-3,2017-18,2017-18,BOS,3,31.9,17.7,6.3,15.0,0.422,0.7,1.0,0.667,4.3,5.0,0.867,0.0,8.0,8.0,1.0,0.3,0.7,2.3,4.3,1.296702759364189
45.0,Kyle Kuzma,22.0,LAL,PF,77.0,37.0,2401.0,14.2,0.549,0.418,0.2,3.9,17.4,10.7,9.1,1.0,1.1,11.0,22.5,1.5,2.3,3.8,0.077,0.3,-1.0,-0.7,0.8,"ROY-4,6MOY-9",2017-18,2017-18,LAL,7,32.0,21.9,8.1,15.9,0.514,3.4,7.1,0.48,2.1,2.9,0.75,1.0,5.4,6.4,2.7,1.1,1.4,2.6,2.9,0.7688978456329022
47.0,Dillon Brooks,22.0,MEM,SF,82.0,74.0,2350.0,9.8,0.531,0.342,0.215,2.4,10.5,6.3,9.3,1.6,0.7,12.8,18.5,0.1,1.1,1.2,0.025,-2.9,-1.1,-4.0,-1.2,,2017-18,2017-18,MEM,6,23.0,12.2,4.5,9.7,0.466,1.0,2.8,0.353,2.2,3.2,0.684,0.8,2.8,3.7,1.7,1.5,0.5,1.0,3.5,-0.0965917368914239
