Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Season
Malik Osborne,PHX,3,4.6,1.7,0.7,1.0,0.667,0.3,0.7,0.5,0.0,0.0,0.0,0.3,2.3,2.7,0.0,0.0,0.0,0.0,0.3,2024-25
Jaylen Sims,PHL,4,10.4,1.5,0.3,1.0,0.25,0.3,0.5,0.5,0.8,1.3,0.6,0.3,1.8,2.0,1.0,0.0,0.0,0.5,0.8,2024-25
Shahada Wells,HOU,4,3.9,1.5,0.8,2.5,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.5,0.8,1.3,0.8,0.3,0.5,1.0,0.3,2024-25
Charles Pride,CHA,2,8.8,1.5,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,1.0,1.5,0.5,0.0,0.0,0.5,0.0,2024-25
"Vin Baker, Jr.",MIL,4,8.6,1.5,0.8,1.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.8,0.5,1.3,0.3,0.0,1.3,1.3,3.0,2024-25
Timmy Allen,MEM,6,6.7,1.3,0.5,1.8,0.273,0.2,0.8,0.2,0.2,0.2,1.0,0.0,0.3,0.3,0.2,0.3,0.2,0.3,0.5,2024-25
Will Baker,DET,3,6.1,1.3,0.7,1.7,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.7,0.0,0.0,0.0,1.7,2024-25
Warith Alatishe,DAL,2,6.3,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,2.5,0.5,1.0,2.0,1.0,0.0,2024-25
Josiah James,IND,3,11.7,1.0,0.3,2.7,0.125,0.3,1.3,0.25,0.0,0.0,0.0,1.0,2.7,3.7,1.0,1.0,0.3,0.3,2.3,2024-25
Parker Braun,DEN,2,13.7,1.0,0.5,2.5,0.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,0.5,1.0,1.5,2.0,2024-25
Trent Forrest,LAL,2,19.2,1.0,0.5,3.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,4.0,1.5,0.0,1.5,1.5,2024-25
Fabian White,HOU,4,7.0,1.0,0.5,1.8,0.286,0.0,0.3,0.0,0.0,0.0,0.0,1.0,1.8,2.8,0.0,0.0,0.3,0.3,1.0,2024-25
Ricky Lindo,DAL,3,4.6,1.0,0.3,1.0,0.333,0.0,0.0,0.0,0.3,0.7,0.5,0.7,1.0,1.7,0.0,0.0,0.7,0.0,0.7,2024-25
"D.J. Rodman, Jr.",LAC,1,2.7,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,2024-25
Dane Goodwin,SAC,2,5.9,1.0,0.5,1.5,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,2024-25
Malik Hall,CHA,2,3.7,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,2024-25
Kihei Clark,MIL,3,4.0,1.0,0.3,0.3,1.0,0.0,0.0,0.0,0.3,1.3,0.25,0.0,0.3,0.3,0.3,0.0,0.0,0.3,0.3,2024-25
Jack Gohlke,OKC,3,6.3,1.0,0.3,1.3,0.25,0.3,1.3,0.25,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,2024-25
Lucas Williamson,MEM,3,6.5,1.0,0.3,2.0,0.167,0.3,1.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,2024-25
Jamir Chaplin,MIL,2,4.4,1.0,0.5,2.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,2024-25
Devine Eke,MIL,1,8.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2024-25
"Emmitt Matthews, Jr.",ATL,2,10.9,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.5,1.0,2024-25
Samson Froling,IND,3,5.9,1.0,0.3,1.3,0.25,0.0,0.0,0.0,0.3,0.7,0.5,0.3,0.3,0.7,0.0,0.0,0.0,0.7,0.7,2024-25
Devon Higgs,DET,3,3.7,1.0,0.3,1.3,0.25,0.3,1.3,0.25,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.7,0.7,2024-25
Quinn Ellis,POR,3,11.3,0.7,0.0,1.7,0.0,0.0,0.3,0.0,0.7,0.7,1.0,0.7,2.0,2.7,1.7,0.3,0.0,2.7,0.7,2024-25
Aminu Mohammed,PHL,1,5.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2024-25
Justin Moore,MIL,3,5.7,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.3,0.0,0.0,0.7,2024-25
Jason Preston,UTA,1,13.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,2024-25
Kevin Cross,CHA,2,2.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,2024-25
R.J. Hampton,PHL,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2024-25
R.J. Hampton,PHL,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2024-25
Jourdan Smith,DET,1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-25
Kyle Castlin,MEM,1,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-25
Spencer Jones,POR,1,7.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2024-25
Ross Williams,DET,1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2024-25
Morris Udeze,HOU,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-25
Vonterius Woolbright,HOU,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-25
Tyler Wahl,MIN,1,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-25
Jalen Lewis,MIL,1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-25
Jaykwon Walton,OKC,1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-25
Javonte Cooke,MIN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-25
Justin Webster,DAL,1,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-25
Kok Yat,MIN,1,3.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2024-25
Armaan Franklin,DEN,1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-25
Makhtar Gueye,ATL,1,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-25
Kenan Blackshear,SAC,2,5.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.5,1.5,2024-25
Bryson Warren,MIA,1,3.9,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-25
Jaylen Sims,PHL,1,5.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2024-25
Jermaine Couisnard,NOP,1,3.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2024-25
Jimmy Whitt,GOS,2,2.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,2024-25
Giorgi Bezhanishvili,IND,2,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.5,1.0,2024-25
Xavier Johnson,DAL,3,10.6,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.7,0.0,2.0,2.3,2024-25
Kyle Filipowski,UTA,3,28.6,29.3,10.7,19.0,0.561,3.0,7.7,0.391,5.0,8.0,0.625,1.3,6.3,7.7,2.3,0.3,0.7,2.3,6.0,2025-26
Drew Timme,BRK,3,30.7,25.3,10.3,18.7,0.554,1.0,4.7,0.214,3.7,5.7,0.647,2.3,5.7,8.0,2.7,1.0,0.7,1.7,2.7,2025-26
Quenton Jackson,IND,1,25.8,24.0,8.0,10.0,0.8,1.0,1.0,1.0,7.0,7.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,4.0,2025-26
Reed Sheppard,HOU,2,30.6,23.0,8.0,22.0,0.364,3.5,11.0,0.318,3.5,5.0,0.7,0.0,5.5,5.5,2.5,4.0,1.5,4.5,3.0,2025-26
"Terrence Shannon, Jr.",MIN,3,29.3,22.7,6.7,14.0,0.476,3.3,8.7,0.385,6.0,6.3,0.947,0.7,5.3,6.0,5.0,1.7,0.0,3.3,2.3,2025-26
Matas Buzelis,CHI,2,28.4,22.5,6.0,14.0,0.429,2.0,6.0,0.333,8.5,10.0,0.85,0.0,5.0,5.0,1.0,1.0,1.5,4.0,4.0,2025-26
Jordan Miller,LAC,5,31.8,22.0,7.0,13.2,0.53,2.0,5.2,0.385,6.0,6.8,0.882,2.2,5.6,7.8,2.6,1.2,0.2,2.8,2.2,2025-26
Ron Holland,DET,3,29.6,21.7,6.3,12.0,0.528,2.3,5.0,0.467,6.7,8.7,0.769,1.0,5.0,6.0,2.3,4.0,0.3,4.0,4.3,2025-26
David Jones-Garcia,SAS,5,24.9,21.6,7.8,14.8,0.527,3.6,6.8,0.529,2.4,2.6,0.923,1.4,4.8,6.2,3.8,1.2,0.0,3.8,2.8,2025-26
"Kevin McCullar, Jr.",NYK,2,27.8,21.5,7.5,14.5,0.517,1.0,5.0,0.2,5.5,6.0,0.917,2.0,3.0,5.0,2.0,1.5,0.0,4.5,5.5,2025-26
Javon Freeman-Liberty,CHI,5,29.5,21.0,6.6,13.2,0.5,1.2,4.0,0.3,6.6,8.2,0.805,1.4,4.6,6.0,3.4,1.4,0.6,2.6,2.6,2025-26
"Walter Clayton, Jr.",UTA,1,27.2,21.0,8.0,17.0,0.471,4.0,10.0,0.4,1.0,2.0,0.5,0.0,6.0,6.0,3.0,0.0,1.0,2.0,6.0,2025-26
Chris Livingston,MIL,4,28.3,20.8,7.5,15.3,0.492,2.0,5.3,0.381,3.8,5.3,0.714,1.8,3.5,5.3,2.3,0.8,0.5,2.8,3.5,2025-26
Cooper Flagg,DAL,2,31.4,20.5,7.5,21.0,0.357,1.5,7.0,0.214,4.0,7.0,0.571,0.0,5.0,5.0,2.5,1.5,1.0,1.5,1.5,2025-26
Cody Williams,UTA,5,31.7,20.4,7.6,16.4,0.463,2.6,7.6,0.342,2.6,3.6,0.722,0.4,4.0,4.4,2.8,2.2,0.4,2.2,2.4,2025-26
Ajay Mitchell,OKC,3,27.3,20.0,6.3,12.3,0.514,1.3,3.7,0.364,6.0,7.3,0.818,1.0,5.0,6.0,4.3,1.7,0.7,4.7,3.3,2025-26
Jaylon Tyson,CLE,3,29.6,19.7,6.3,15.7,0.404,2.7,7.7,0.348,4.3,5.3,0.813,2.3,3.7,6.0,6.7,1.3,1.3,4.0,4.3,2025-26
Nae'qwan Tomlin,CLE,5,26.3,19.6,7.6,15.2,0.5,2.0,6.0,0.333,2.4,2.8,0.857,5.0,3.2,8.2,3.4,2.2,0.8,3.2,4.4,2025-26
Kobe Bufkin,ATL,4,26.5,19.5,5.5,15.5,0.355,1.8,6.8,0.259,6.8,7.0,0.964,0.3,5.0,5.3,4.3,1.0,0.8,3.3,4.8,2025-26
Tre Johnson,WAS,2,27.5,19.5,7.0,12.0,0.583,2.5,5.5,0.455,3.0,5.0,0.6,1.0,2.0,3.0,1.5,1.0,0.0,2.5,1.5,2025-26
A.J. Lawson,TOR,4,23.9,18.5,5.3,10.5,0.5,2.5,5.5,0.455,5.5,7.3,0.759,1.0,4.3,5.3,3.0,1.8,0.8,2.0,1.8,2025-26
Tristan Da Silva,ORL,2,28.1,18.5,7.0,14.0,0.5,2.5,6.5,0.385,2.0,2.5,0.8,1.5,4.5,6.0,3.0,1.0,1.0,4.5,5.0,2025-26
Isaac Jones,SAC,6,26.3,18.3,7.0,10.8,0.646,0.5,1.5,0.333,3.8,4.7,0.821,2.5,4.2,6.7,1.7,0.3,0.7,1.8,2.5,2025-26
Kennedy Chandler,HOU,5,31.1,18.2,6.2,16.0,0.388,1.4,5.0,0.28,4.4,7.2,0.611,1.0,1.6,2.6,4.8,1.8,0.6,2.6,2.4,2025-26
Liam McNeeley,CHA,2,29.1,18.0,5.5,13.5,0.407,3.0,7.0,0.429,4.0,4.5,0.889,3.0,5.5,8.5,4.0,0.5,0.0,1.5,1.5,2025-26
Pelle Larsson,MIA,3,29.0,18.0,4.3,10.0,0.433,1.3,4.0,0.333,8.0,9.7,0.828,0.0,2.3,2.3,3.7,0.7,0.0,4.3,2.3,2025-26
Cam Spencer,MEM,4,27.6,17.8,5.5,12.8,0.431,2.8,7.3,0.379,4.0,4.5,0.889,1.5,1.8,3.3,2.5,0.8,0.0,2.8,4.5,2025-26
Cole Swider,LAL,5,29.7,17.6,6.0,13.2,0.455,3.6,8.8,0.409,2.0,3.0,0.667,1.2,5.8,7.0,1.6,1.2,0.2,1.6,2.8,2025-26
Myron Gardner,MIA,2,24.6,17.5,5.5,12.5,0.44,3.0,4.5,0.667,3.5,3.5,1.0,0.5,4.0,4.5,2.0,2.5,0.5,2.0,5.5,2025-26
Jeremiah Fears,NOP,5,27.0,17.4,6.0,15.0,0.4,0.8,4.4,0.182,4.6,6.4,0.719,1.0,2.8,3.8,2.6,1.4,0.2,5.0,4.0,2025-26
Kel'el Ware,MIA,3,28.9,17.3,6.7,12.7,0.526,1.7,2.7,0.625,2.3,3.7,0.636,2.3,7.7,10.0,0.7,1.3,1.7,1.0,3.3,2025-26
Rob Dillingham,MIN,4,29.3,17.3,6.5,16.5,0.394,1.5,4.5,0.333,2.8,3.0,0.917,1.0,2.8,3.8,6.5,1.8,0.0,4.3,2.5,2025-26
Tyrese Proctor,CLE,4,27.5,17.3,5.5,15.3,0.361,2.5,8.5,0.294,3.8,4.5,0.833,0.5,2.5,3.0,3.8,1.3,0.3,1.5,2.5,2025-26
Leonard Miller,MIN,4,25.6,17.0,6.8,13.5,0.5,0.8,4.5,0.167,2.8,4.0,0.688,2.0,6.8,8.8,0.8,1.3,1.5,2.0,3.5,2025-26
Javon Small,MEM,2,23.2,17.0,5.0,10.5,0.476,3.0,6.0,0.5,4.0,4.5,0.889,0.5,4.0,4.5,7.0,0.5,0.0,1.0,1.0,2025-26
Kyshawn George,WAS,2,31.5,17.0,7.0,17.0,0.412,2.0,8.5,0.235,1.0,1.5,0.667,1.5,6.5,8.0,4.5,4.0,0.0,3.5,5.0,2025-26
Reyne Smith,WAS,1,26.4,17.0,6.0,15.0,0.4,5.0,13.0,0.385,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,2025-26
Quincy Olivari,BRK,3,25.6,16.7,4.0,11.3,0.353,1.3,6.7,0.2,7.3,9.7,0.759,1.3,2.0,3.3,2.7,1.0,0.0,3.3,4.0,2025-26
Enrique Freeman,IND,5,27.8,16.6,5.8,8.0,0.725,1.0,1.8,0.556,4.0,6.2,0.645,2.8,6.8,9.6,2.0,0.8,1.8,2.0,3.6,2025-26
Jamaree Bouyea,MIL,2,23.4,16.5,6.5,14.5,0.448,3.5,7.0,0.5,0.0,0.0,0.0,1.0,2.5,3.5,4.0,2.5,0.5,0.0,1.5,2025-26
Jase Richardson,ORL,2,23.4,16.5,5.0,9.0,0.556,1.5,3.0,0.5,5.0,5.5,0.909,0.0,1.5,1.5,2.5,0.5,1.0,1.0,4.0,2025-26
Cameron Christie,LAC,5,32.4,16.2,5.4,13.8,0.391,2.4,7.4,0.324,3.0,4.0,0.75,0.4,4.6,5.0,3.4,1.8,0.2,2.6,1.6,2025-26
K.J. Simpson,CHA,6,28.6,16.0,5.5,13.2,0.418,1.8,6.2,0.297,3.2,3.8,0.826,0.7,4.8,5.5,5.7,1.0,0.2,2.7,2.2,2025-26
Rayan Rupert,POR,4,25.3,16.0,5.3,9.0,0.583,2.3,3.5,0.643,3.3,3.3,1.0,1.8,4.0,5.8,3.0,1.5,0.0,1.8,4.5,2025-26
Ja'Kobe Walter,TOR,5,24.9,16.0,4.8,13.2,0.364,2.2,8.0,0.275,4.2,5.2,0.808,0.2,3.0,3.2,0.6,2.6,0.4,2.2,4.0,2025-26
A.J. Johnson,WAS,4,26.7,16.0,6.0,12.5,0.48,0.8,4.0,0.188,3.3,4.0,0.813,0.5,3.8,4.3,1.3,0.5,0.0,2.3,2.3,2025-26
Dylan Harper,SAS,2,22.1,16.0,5.0,14.0,0.357,0.5,4.0,0.125,5.5,7.0,0.786,0.5,3.5,4.0,2.0,1.0,0.5,3.5,2.5,2025-26
RayJ Dennis,IND,4,27.7,15.8,5.3,12.5,0.42,2.5,6.3,0.4,2.8,3.3,0.846,0.3,1.8,2.0,7.3,1.8,0.5,3.8,2.5,2025-26
Jaylen Wells,MEM,3,25.5,15.7,4.7,12.7,0.368,2.3,7.0,0.333,4.0,4.3,0.923,0.7,2.7,3.3,2.3,1.0,0.3,2.3,3.0,2025-26
Kon Knueppel,CHA,5,27.8,15.6,5.2,12.8,0.406,2.4,7.0,0.343,2.8,3.8,0.737,0.8,4.0,4.8,3.8,1.2,0.2,2.6,2.0,2025-26
Caleb Love,POR,5,26.8,15.6,5.4,15.4,0.351,2.2,6.6,0.333,2.6,3.6,0.722,0.4,5.0,5.4,2.6,0.8,0.2,1.8,2.4,2025-26
Adonis Arms,HOU,4,28.0,15.5,4.5,12.5,0.36,1.3,6.0,0.208,5.3,6.8,0.778,0.8,3.5,4.3,3.8,2.0,1.3,1.8,2.0,2025-26
Alex Sarr,WAS,2,29.7,15.5,6.0,12.5,0.48,0.5,2.5,0.2,3.0,4.0,0.75,2.5,5.5,8.0,2.0,0.5,5.5,4.0,1.5,2025-26
Charles Bassey,BOS,3,21.3,15.3,6.3,9.0,0.704,0.0,0.0,0.0,2.7,2.7,1.0,4.0,7.0,11.0,0.3,0.7,2.0,1.7,1.7,2025-26
Jacob Toppin,ATL,3,22.9,15.3,5.7,10.0,0.567,1.3,3.3,0.4,2.7,4.0,0.667,3.0,4.3,7.3,1.3,0.7,0.0,1.3,1.3,2025-26
Nique Clifford,SAC,6,28.1,15.2,5.8,11.8,0.493,1.8,4.0,0.458,1.7,2.7,0.625,0.7,5.8,6.5,4.2,1.2,0.5,3.0,4.2,2025-26
Branden Carlson,OKC,3,20.0,15.0,5.7,10.0,0.567,2.0,4.0,0.5,1.7,2.3,0.714,1.7,4.3,6.0,1.3,0.0,0.7,1.7,2.3,2025-26
Jordan Walsh,BOS,4,22.6,15.0,4.8,10.3,0.463,1.8,4.5,0.389,3.8,5.8,0.652,1.0,3.0,4.0,1.3,1.0,0.0,1.3,3.0,2025-26
Kasparas Jakucionis,MIA,3,27.1,15.0,4.3,9.7,0.448,2.0,5.7,0.353,4.3,4.3,1.0,0.7,3.0,3.7,3.0,1.7,0.3,3.3,3.0,2025-26
V.J. Edgecombe,PHL,1,30.4,15.0,4.0,14.0,0.286,1.0,6.0,0.167,6.0,6.0,1.0,0.0,6.0,6.0,4.0,3.0,1.0,2.0,2.0,2025-26
MarJon Beauchamp,NYK,5,22.6,14.8,5.2,12.0,0.433,1.6,6.0,0.267,2.8,4.2,0.667,0.4,2.8,3.2,1.8,0.6,0.6,2.0,2.2,2025-26
Ryan Dunn,PHX,3,25.8,14.7,5.3,11.0,0.485,2.0,5.3,0.375,2.0,3.3,0.6,2.3,3.0,5.3,2.0,2.0,0.3,1.3,3.7,2025-26
Curtis Jones,DEN,5,20.2,14.6,5.6,10.2,0.549,2.8,6.0,0.467,0.6,1.2,0.5,0.8,3.6,4.4,3.8,0.8,0.6,1.8,2.4,2025-26
Devin Carter,SAC,6,26.9,14.5,5.0,12.3,0.405,1.8,6.3,0.289,2.7,4.5,0.593,0.5,3.3,3.8,4.5,1.7,0.8,2.2,2.8,2025-26
Kevon Harris,HOU,4,25.2,14.5,5.0,11.3,0.444,1.8,6.3,0.28,2.8,4.0,0.688,2.0,3.0,5.0,3.3,2.8,0.0,1.3,3.0,2025-26
"Patrick Baldwin, Jr.",LAC,4,26.2,14.5,5.3,13.3,0.396,1.8,7.3,0.241,2.3,3.0,0.75,1.3,6.0,7.3,0.8,1.8,1.5,2.5,4.0,2025-26
Boogie Ellis,PHX,5,21.9,14.4,4.6,10.4,0.442,3.2,5.6,0.571,2.0,2.0,1.0,1.2,2.6,3.8,3.2,2.0,0.0,2.4,3.6,2025-26
Antonio Reeves,NOP,5,20.6,14.4,5.0,10.8,0.463,1.0,3.2,0.313,3.4,3.4,1.0,1.0,2.4,3.4,0.6,0.8,0.0,0.6,1.4,2025-26
Pete Nance,MIL,4,28.1,14.3,5.3,10.0,0.525,2.3,5.5,0.409,1.5,2.3,0.667,0.8,4.3,5.0,2.3,1.0,2.3,1.5,3.5,2025-26
Bronny James,LAL,4,24.3,14.3,5.0,10.5,0.476,1.5,5.0,0.3,2.8,3.5,0.786,1.3,1.5,2.8,3.8,0.8,0.3,4.0,2.3,2025-26
Jaylen Sims,CHA,6,23.1,14.2,4.5,8.2,0.551,1.2,2.7,0.438,4.0,5.0,0.8,1.0,2.7,3.7,1.8,1.8,0.0,1.7,1.7,2025-26
Daniss Jenkins,DET,5,22.6,14.0,4.4,9.8,0.449,1.6,3.8,0.421,3.6,4.6,0.783,0.2,2.4,2.6,5.4,1.0,0.6,1.6,2.8,2025-26
Judah Mintz,PHL,5,26.5,14.0,3.8,9.8,0.388,0.6,2.4,0.25,5.8,8.0,0.725,0.4,2.6,3.0,4.0,0.8,0.4,1.4,2.4,2025-26
Jack McVeigh,ATL,4,22.8,14.0,5.0,8.5,0.588,2.5,5.5,0.455,1.5,1.5,1.0,0.8,1.8,2.5,1.0,0.3,0.3,1.3,1.8,2025-26
G.G. Jackson,MEM,3,27.0,14.0,5.0,11.3,0.441,0.7,4.0,0.167,3.3,5.0,0.667,0.7,4.7,5.3,2.7,0.0,1.3,0.7,3.0,2025-26
Derik Queen,NOP,3,27.1,14.0,4.7,10.7,0.438,0.3,0.7,0.5,4.3,6.0,0.722,3.3,7.7,11.0,2.3,0.7,1.0,5.7,4.3,2025-26
Tidjane Salaun,CHA,3,24.4,14.0,4.3,9.7,0.448,1.7,5.0,0.333,3.7,5.7,0.647,1.7,4.0,5.7,1.0,0.0,0.7,1.7,3.0,2025-26
Kobe Brown,LAC,1,20.2,14.0,5.0,7.0,0.714,2.0,3.0,0.667,2.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,0.0,3.0,1.0,2025-26
Ja'Vier Francis,GOS,1,20.7,14.0,7.0,11.0,0.636,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,7.0,0.0,1.0,2.0,1.0,5.0,2025-26
"Wendell Moore, Jr.",ORL,5,22.7,13.8,4.4,10.0,0.44,1.2,4.2,0.286,3.8,4.4,0.864,1.8,5.0,6.8,0.2,1.0,0.4,1.6,2.2,2025-26
Mark Armstrong,PHL,4,16.0,13.8,4.8,10.3,0.463,1.8,4.3,0.412,2.5,3.5,0.714,0.5,2.0,2.5,1.8,0.8,0.0,1.3,1.0,2025-26
Jahmir Young,CHI,5,20.1,13.6,4.8,9.0,0.533,1.8,3.2,0.563,2.2,2.6,0.846,0.6,1.2,1.8,4.0,0.8,0.0,2.4,0.4,2025-26
Asa Newell,ATL,4,24.9,13.5,5.0,9.8,0.513,1.5,3.5,0.429,2.0,4.5,0.444,2.3,6.0,8.3,1.0,1.0,0.8,1.3,2.8,2025-26
Johni Broome,PHL,4,23.4,13.5,5.0,11.3,0.444,2.5,5.5,0.455,1.0,1.3,0.8,1.8,6.0,7.8,1.3,1.3,0.5,1.8,3.0,2025-26
Kam Jones,IND,4,26.3,13.5,5.3,10.8,0.488,1.5,4.5,0.333,1.5,2.0,0.75,1.5,2.3,3.8,5.3,1.8,0.3,3.0,3.5,2025-26
Isaiah Collier,UTA,4,28.2,13.5,5.3,12.8,0.412,1.3,4.0,0.313,1.8,4.0,0.438,0.5,3.5,4.0,7.0,1.3,0.3,3.8,2.5,2025-26
Dominick Barlow,PHL,2,22.1,13.5,6.0,10.0,0.6,0.5,2.5,0.2,1.0,1.0,1.0,4.0,3.0,7.0,1.5,1.5,0.0,1.0,2.5,2025-26
Jamal Shead,TOR,5,25.3,13.4,4.4,11.2,0.393,1.0,4.2,0.238,3.6,4.8,0.75,1.0,2.2,3.2,6.6,1.6,0.4,3.4,3.4,2025-26
Tristan Enaruna,CLE,5,24.4,13.2,5.0,9.6,0.521,1.4,4.0,0.35,1.8,3.2,0.563,1.4,2.0,3.4,1.4,0.8,0.6,0.8,1.0,2025-26
Phillip Wheeler,IND,5,18.5,13.2,3.6,6.8,0.529,0.4,1.8,0.222,5.6,6.2,0.903,1.6,1.6,3.2,0.6,0.4,1.2,1.6,3.2,2025-26
Tolu Smith,DET,5,21.5,13.0,4.2,8.4,0.5,0.0,0.0,0.0,4.6,6.8,0.676,3.8,4.2,8.0,1.6,0.4,2.2,1.8,3.2,2025-26
DaRon Holmes II,DEN,4,27.4,13.0,5.0,9.8,0.513,2.0,4.8,0.421,1.0,1.8,0.571,2.0,7.5,9.5,1.8,1.0,0.3,1.8,2.8,2025-26
Jackson Rowe,GOS,2,25.0,13.0,5.0,7.0,0.714,1.5,3.0,0.5,1.5,3.5,0.429,0.5,4.0,4.5,1.5,1.5,1.0,2.5,2.0,2025-26
